year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
2013,Infiniti,G Coupe,G37 Sport,G Coupe,automatic,jn1cv6ek3dm921383,ca,4.2,16338.0,gray,black,nissan infiniti lt,25700.0,25500.0,2014-12-18 12:30:00+08:00
2013,Hyundai,Elantra Coupe,SE,Elantra Coupe,automatic,kmhdh6ae8du000216,ca,4.3,11809.0,black,black,hyundai motor america/co car,14600.0,16100.0,2014-12-16 12:00:00+08:00
2013,Infiniti,G Coupe,G37 Sport,G Coupe,automatic,jn1cv6ekxdm920134,ca,4.2,15131.0,white,black,nissan infiniti lt,25900.0,26000.0,2014-12-18 12:30:00+08:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap4dm301420,ca,4.5,28053.0,black,black,nissan infiniti lt,22300.0,25000.0,2014-12-18 12:30:00+08:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap0dm711499,ca,4.1,19587.0,blue,gray,nissan infiniti lt,23300.0,23500.0,2014-12-18 12:30:00+08:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap1dm712628,ca,4.6,20246.0,gray,black,nissan infiniti lt,23200.0,24750.0,2014-12-18 12:30:00+08:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap7dm300469,ca,4.1,19957.0,—,beige,nissan infiniti lt,23300.0,21750.0,2014-12-18 12:30:00+08:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6apxdm712658,ca,3.7,17337.0,white,black,nissan infiniti lt,23600.0,20250.0,2014-12-23 12:30:00+08:00
2013,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac5dh682009,ca,1.0,48510.0,white,tan,hertz/tra,11350.0,6500.0,2014-12-16 13:00:00+08:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap8dm716627,ca,3.6,23104.0,blue,black,nissan infiniti lt,22900.0,22750.0,2014-12-18 12:30:00+08:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap3dm713263,ca,4.6,5017.0,white,beige,nissan infiniti lt,25100.0,23500.0,2014-12-18 12:30:00+08:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap5dm714785,ca,2.2,24054.0,gray,black,nissan infiniti lt,22900.0,18750.0,2014-12-23 12:30:00+08:00
2013,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac5dh743407,ca,3.7,36194.0,silver,gray,avis rac/san leandro,12150.0,13200.0,2014-12-17 12:30:00+08:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap9dm715258,ca,2.6,14264.0,white,tan,nissan infiniti lt,23900.0,20750.0,2014-12-23 12:30:00+08:00
2013,Hyundai,Sonata Hybrid,Limited,Sedan,automatic,kmhec4a41da089739,ca,4.7,8595.0,silver,gray,hyundai motor america/co car,19100.0,18500.0,2014-12-16 12:00:00+08:00
2013,Hyundai,Accent,GS,Hatchback,automatic,kmhct5ae4du128991,ca,4.6,9927.0,black,black,hyundai motor america/co car,10800.0,11300.0,2014-12-16 12:00:00+08:00
2013,Hyundai,Elantra,GLS,Sedan,automatic,5npdh4ae0dh335103,ca,3.5,37759.0,beige,beige,avis corporation,11400.0,11800.0,2014-12-16 12:30:00+08:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap1dm300757,ca,4.3,17232.0,white,—,nissan infiniti lt,23600.0,24500.0,2014-12-18 12:30:00+08:00
2013,Infiniti,FX,FX37,SUV,automatic,jn8cs1mw7dm174050,ca,4.1,40087.0,gray,black,infiniti financial services,27700.0,27250.0,2014-12-23 12:30:00+08:00
2013,Hyundai,Elantra,GLS,Sedan,automatic,5npdh4ae4dh388614,ca,1.0,25960.0,gray,gray,enterprise vehicle exchange / tra / rental / tulsa,12100.0,8800.0,2014-12-16 12:00:00+08:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap6dm711376,ca,3.5,25132.0,white,black,nissan infiniti lt,22600.0,23500.0,2014-12-18 12:30:00+08:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap7dm711712,ca,4.3,14887.0,gray,black,nissan infiniti lt,23900.0,24500.0,2014-12-18 12:30:00+08:00
2013,Hyundai,Accent,GLS,Sedan,automatic,kmhct4ae3du421257,ca,3.6,41841.0,gray,beige,dtg operations inc,9425.0,9400.0,2014-12-16 12:30:00+08:00
2013,Hyundai,Azera,Base,Sedan,automatic,kmhfg4jgxda201053,ca,4.5,34566.0,silver,black,hyundai motor america/co car,20000.0,20300.0,2014-12-16 12:00:00+08:00
2013,Hyundai,Santa Fe,Sport 2.0T,SUV,automatic,5xyzwdla8dg094937,ca,5.0,10747.0,black,black,hyundai motor america/co car,19850.0,25800.0,2014-12-16 12:00:00+08:00
2013,Hyundai,Elantra,GLS,Sedan,automatic,5npdh4ae0dh320214,ca,1.0,42798.0,gray,gray,fox rent a car tra,11100.0,7600.0,2014-12-16 12:00:00+08:00
2013,Hyundai,Sonata Hybrid,Base,Sedan,automatic,kmhec4a46da091339,ca,4.4,16684.0,white,tan,hyundai motor america/co car,14900.0,14800.0,2014-12-16 12:00:00+08:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap3dm711108,ca,1.9,18420.0,gray,beige,nissan infiniti lt,23700.0,18250.0,2014-12-16 12:30:00+08:00
2013,Hyundai,Elantra,GLS,Sedan,automatic,5npdh4ae2dh375957,ca,2.0,35824.0,gray,gray,enterprise vehicle exchange / tra / rental / tulsa,11500.0,8700.0,2014-12-18 12:00:00+08:00
2013,Infiniti,G Coupe,G37 Sport,G Coupe,automatic,jn1cv6ek2dm920760,ca,4.1,17090.0,black,black,nissan infiniti lt,25600.0,21500.0,2014-12-18 12:30:00+08:00
2013,Infiniti,G Coupe,G37 Sport,G Coupe,automatic,jn1cv6ek1dm921866,ca,2.6,12735.0,black,black,nissan infiniti lt,26300.0,22500.0,2014-12-16 12:30:00+08:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6apxdm714507,ca,4.3,24031.0,blue,black,nissan infiniti lt,22800.0,20500.0,2014-12-18 12:30:00+08:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap9dm711176,ca,3.7,29907.0,gray,black,nissan infiniti lt,21400.0,21000.0,2015-01-15 04:30:00+08:00
2013,Hyundai,Tucson,GLS,SUV,automatic,km8ju3ac4du587297,ca,4.2,19109.0,red,black,hyundai motor america/co car,16450.0,17500.0,2014-12-16 12:00:00+08:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap0dm713933,ca,4.3,26396.0,gray,black,nissan infiniti lt,22500.0,23750.0,2014-12-18 12:30:00+08:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap5dm715158,ca,2.1,23507.0,gray,black,nissan infiniti lt,23000.0,21000.0,2014-12-17 12:30:00+08:00
2013,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac9dh760050,ca,3.8,34745.0,white,tan,avis corporation,12250.0,12700.0,2014-12-16 12:30:00+08:00
2013,Hyundai,Elantra,Limited,Sedan,automatic,kmhdh4ae2du972303,ca,4.8,10564.0,black,gray,hyundai motor america/co car,15350.0,16500.0,2014-12-16 12:00:00+08:00
2013,Hyundai,Azera,Base,Sedan,automatic,kmhfg4jg8da325905,ca,4.7,16132.0,black,black,hyundai motor america/co car,21200.0,21400.0,2014-12-16 12:00:00+08:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap4dm302678,ca,4.7,16854.0,gray,gray,nissan infiniti lt,23600.0,25750.0,2014-12-18 12:30:00+08:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap0dm712524,ca,4.4,19551.0,white,black,nissan infiniti lt,23300.0,25000.0,2014-12-17 12:30:00+08:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap3dm301392,ca,4.4,14486.0,brown,black,nissan infiniti lt,23900.0,22000.0,2014-12-18 12:30:00+08:00
2013,Hyundai,Sonata Hybrid,Limited,Sedan,automatic,kmhec4a49da092260,ca,4.2,17831.0,white,beige,hyundai motor america/co car,17750.0,18200.0,2014-12-16 12:00:00+08:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap5dm713782,ca,2.7,26792.0,gray,gray,nissan infiniti lt,22600.0,18000.0,2014-12-16 12:30:00+08:00
2013,Hyundai,Azera,Base,Sedan,automatic,kmhfh4jg7da330493,ca,4.3,19152.0,silver,beige,hyundai motor america/co car,21000.0,22200.0,2014-12-16 12:00:00+08:00
2013,Infiniti,G Coupe,G37 Sport,G Coupe,automatic,jn1cv6ek5dm920106,ca,4.4,19492.0,white,black,nissan infiniti lt,25300.0,26250.0,2014-12-18 12:30:00+08:00
2013,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac1dh680502,ca,3.4,50160.0,blue,gray,avis rac/san leandro,11500.0,11900.0,2014-12-31 12:30:00+08:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6apxdm714605,ca,4.5,19368.0,white,black,nissan infiniti lt,23300.0,23000.0,2014-12-18 12:30:00+08:00
2013,Hyundai,Genesis,5.0 R-Spec,Sedan,automatic,kmhgc4dh8du258211,ca,3.9,12154.0,white,black,hyundai motor america/co car,27900.0,27500.0,2014-12-16 12:00:00+08:00
2013,Hyundai,Equus,Ultimate,Sedan,automatic,kmhgh4jh3du064689,ca,4.3,11566.0,white,beige,hyundai buybacks,36800.0,25000.0,2014-12-16 12:00:00+08:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap7dm713816,ca,4.7,25635.0,white,beige,nissan infiniti lt,22600.0,26500.0,2014-12-18 12:30:00+08:00
2013,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4acxdh752037,ca,3.7,39062.0,blue,gray,avis corporation,12000.0,12200.0,2014-12-18 11:30:00+08:00
2013,Hyundai,Elantra,GLS,Sedan,automatic,5npdh4ae7dh327127,ca,2.0,29006.0,gray,gray,enterprise vehicle exchange / tra / rental / tulsa,11900.0,8700.0,2014-12-16 12:00:00+08:00
2013,Hyundai,Elantra,GLS,Sedan,automatic,kmhdh4ae7du946909,ca,4.8,8559.0,red,beige,hyundai buybacks,13150.0,10800.0,2014-12-16 12:00:00+08:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap1dm712273,ca,3.9,26907.0,gray,black,nissan infiniti lt,22400.0,21750.0,2014-12-18 12:30:00+08:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap5dm721977,ca,3.4,14765.0,gray,black,nissan infiniti lt,23900.0,23500.0,2014-12-18 12:30:00+08:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap3dm710802,ca,4.3,18673.0,gray,gray,nissan infiniti lt,23400.0,22000.0,2014-12-18 12:30:00+08:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap2dm712489,ca,3.7,20707.0,white,black,nissan infiniti lt,23200.0,23500.0,2014-12-23 12:30:00+08:00
2013,Hyundai,Veloster,Turbo,Hatchback,automatic,kmhtc6ae3du146243,ca,4.2,8467.0,black,black,hyundai motor america/co car,15050.0,16300.0,2014-12-16 12:00:00+08:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap4dm715250,ca,4.4,16009.0,gray,black,nissan infiniti lt,23700.0,22750.0,2014-12-18 12:30:00+08:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap0dm714516,ca,4.0,15260.0,silver,black,nissan infiniti lt,23800.0,24500.0,2014-12-18 12:30:00+08:00
2013,Hyundai,Sonata Hybrid,Base,Sedan,automatic,kmhec4a4xda091084,ca,4.4,9539.0,silver,gray,hyundai motor america/co car,15450.0,14900.0,2014-12-16 12:00:00+08:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6apxdm300417,ca,3.6,20976.0,black,black,nissan infiniti lt,23100.0,21000.0,2014-12-18 12:30:00+08:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap3dm714428,ca,4.6,22294.0,black,black,nissan infiniti lt,23000.0,24750.0,2014-12-18 12:30:00+08:00
2013,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac3dh722331,ca,2.0,44135.0,gray,gray,fox rent a car tra,11650.0,8400.0,2014-12-16 12:00:00+08:00
2013,Infiniti,G Coupe,G37 Sport,G Coupe,automatic,jn1cv6ek7dm921385,ca,4.0,30556.0,gray,black,nissan infiniti lt,23900.0,23500.0,2014-12-18 12:30:00+08:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap2dm714792,ca,4.1,29731.0,white,beige,nissan infiniti lt,22100.0,21000.0,2014-12-18 12:30:00+08:00
2013,Hyundai,Elantra,GLS,Sedan,automatic,5npdh4ae4dh385955,ca,1.0,36957.0,red,beige,enterprise vehicle exchange / tra / rental / tulsa,11400.0,9400.0,2014-12-17 15:05:00+08:00
2013,Infiniti,G Coupe,G37 Sport,G Coupe,automatic,jn1cv6ek3dm920766,ca,4.4,13321.0,white,gray,nissan infiniti lt,26100.0,26000.0,2014-12-18 12:30:00+08:00
2013,Hyundai,Azera,Base,Sedan,automatic,kmhfh4jg5da257916,ca,3.6,6552.0,black,black,hyundai motor america/co car,21800.0,21400.0,2014-12-16 12:00:00+08:00
2013,Hyundai,Sonata Hybrid,Limited,Sedan,automatic,kmhec4a4xda091246,ca,4.3,22143.0,red,beige,hyundai motor america/co car,17150.0,17100.0,2014-12-16 12:00:00+08:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap1dm719644,ca,4.5,23420.0,gray,black,nissan infiniti lt,22800.0,22250.0,2014-12-18 12:30:00+08:00
2013,Hyundai,Accent,GLS,Sedan,automatic,kmhct4ae6du523099,ca,2.0,33078.0,white,beige,enterprise vehicle exchange / tra / rental / tulsa,9675.0,7800.0,2014-12-16 12:00:00+08:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6apxdm710375,ca,3.2,28875.0,gray,black,nissan infiniti lt,22200.0,21000.0,2014-12-18 12:30:00+08:00
2013,Hyundai,Accent,SE,Hatchback,automatic,kmhcu5ae2du138898,ca,4.9,6747.0,gray,black,hyundai motor america/co car,11300.0,11900.0,2014-12-16 12:00:00+08:00
2013,Hyundai,Elantra,GLS,Sedan,automatic,5npdh4ae0dh344075,ca,4.4,38170.0,gray,beige,enterprise vehicle exchange/orange,11350.0,11600.0,2014-12-16 12:30:00+08:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6apxdm712482,ca,4.4,23156.0,white,black,nissan infiniti lt,23100.0,23000.0,2014-12-17 12:30:00+08:00
2013,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac8dh687043,ca,2.8,32387.0,silver,gray,skyhigh remarketing inc,12400.0,9750.0,2014-12-17 12:15:00+08:00
2013,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac5dh745416,ca,4.2,40593.0,white,beige,enterprise veh exchange/rental,11900.0,12000.0,2014-12-18 11:30:00+08:00
2013,Infiniti,G Coupe,G37 Sport,G Coupe,automatic,jn1cv6ek9dm921386,ca,4.8,13661.0,gray,black,nissan infiniti lt,26100.0,26500.0,2014-12-17 12:30:00+08:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap8dm301100,ca,4.5,21557.0,white,black,nissan infiniti lt,23100.0,25250.0,2014-12-18 12:30:00+08:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap8dm712058,ca,3.8,20067.0,gray,black,nissan infiniti lt,23300.0,24000.0,2014-12-18 12:30:00+08:00
2013,Hyundai,Sonata,Limited,Sedan,automatic,5npec4ab6dh539798,ca,3.9,45991.0,gray,gray,hyundai motor america/co car,15750.0,17200.0,2015-02-17 04:00:00+08:00
2013,Infiniti,G Coupe,G37 Sport,G Coupe,automatic,jn1cv6ekxdm921560,ca,4.2,22354.0,gray,black,nissan infiniti lt,24900.0,25000.0,2014-12-18 12:30:00+08:00
2013,Hyundai,Genesis,3.8,Sedan,automatic,kmhgc4dd2du221961,ca,4.6,20952.0,silver,black,hyundai motor america/co car,18650.0,22200.0,2014-12-16 12:00:00+08:00
2013,Hyundai,Santa Fe,Sport 2.0T,SUV,automatic,5xyzu3laxdg105372,ca,4.6,15758.0,gray,black,hyundai motor america/co car,21600.0,21400.0,2014-12-16 12:00:00+08:00
2013,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac0dh721038,ca,3.7,37154.0,black,gray,hyundai motor finance,12400.0,12100.0,2015-01-27 04:30:00+08:00
2013,Hyundai,Elantra,GLS,Sedan,automatic,kmhdh4ae4du797598,ca,2.4,35963.0,black,gray,hyundai motor finance,11500.0,11500.0,2014-12-16 12:00:00+08:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap1dm714069,ca,4.4,28920.0,blue,gray,nissan infiniti lt,22200.0,23250.0,2014-12-18 12:30:00+08:00
2013,Hyundai,Genesis,3.8,Sedan,automatic,kmhgc4dd0du214801,ca,3.0,19893.0,white,beige,remarketing by ge/film vehicle services,18800.0,22500.0,2014-12-16 12:00:00+08:00
2013,Hyundai,Elantra,GLS,Sedan,automatic,5npdh4ae8dh375848,ca,3.8,38594.0,gray,gray,avis corporation,11350.0,11800.0,2014-12-16 12:30:00+08:00
2013,Hyundai,Elantra,GLS,Sedan,automatic,5npdh4ae9dh243696,ca,4.4,19035.0,gray,gray,hyundai motor america/co car,12500.0,12600.0,2014-12-16 12:00:00+08:00
2013,Infiniti,G Coupe,G37 Sport,G Coupe,automatic,jn1cv6ek5dm900664,ca,4.4,16605.0,black,black,nissan infiniti lt,25700.0,25500.0,2014-12-18 12:30:00+08:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap9dm713509,ca,3.8,28127.0,silver,black,nissan infiniti lt,22300.0,21500.0,2014-12-18 12:30:00+08:00
2013,Hyundai,Santa Fe,Sport 2.0T,SUV,automatic,5xyzwdla5dg083054,ca,4.5,14076.0,gray,black,hyundai motor america/co car,19800.0,25500.0,2014-12-16 12:00:00+08:00
2013,Hyundai,Elantra Coupe,GS,Elantra Coupe,automatic,kmhdh6ae8du017422,ca,1.0,999999.0,blue,gray,hyundai motor finance,8025.0,2500.0,2015-01-27 04:00:00+08:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6apxdm717651,ca,4.4,17916.0,blue,black,nissan infiniti lt,23800.0,24750.0,2014-12-17 12:30:00+08:00
2013,Hyundai,Elantra,GLS,Sedan,automatic,5npdh4ae1dh345719,ca,4.6,42006.0,gray,beige,enterprise veh exchange/rental,11150.0,11300.0,2014-12-18 11:30:00+08:00
2013,Hyundai,Equus,Ultimate,Sedan,automatic,kmhgh4jh5du065956,ca,4.1,7755.0,black,black,hyundai motor america/co car,35500.0,36000.0,2014-12-30 12:30:00+08:00
2013,Hyundai,Elantra,GLS,Sedan,automatic,5npdh4ae7dh339679,ca,4.9,41481.0,silver,gray,avis rac/san leandro,11150.0,11500.0,2014-12-23 12:30:00+08:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap6dm715699,ca,3.9,22828.0,black,black,nissan infiniti lt,22900.0,24500.0,2014-12-18 12:30:00+08:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6apxdm714281,ca,4.2,19729.0,—,black,nissan infiniti lt,23300.0,24500.0,2014-12-18 12:30:00+08:00
2013,Hyundai,Accent,SE,Hatchback,automatic,kmhcu5ae3du079747,ca,4.6,27387.0,silver,black,hyundai motor america/co car,9950.0,11400.0,2014-12-16 12:00:00+08:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap9dm716121,ca,3.9,23097.0,white,black,nissan infiniti lt,22900.0,21250.0,2014-12-18 12:30:00+08:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap0dm714760,ca,4.5,9373.0,black,black,nissan infiniti lt,24900.0,26250.0,2014-12-17 12:30:00+08:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap5dm720571,ca,4.9,15802.0,silver,black,nissan infiniti lt,23800.0,25000.0,2014-12-18 12:30:00+08:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap7dm301475,ca,4.5,27333.0,black,black,nissan infiniti lt,22400.0,24500.0,2014-12-18 12:30:00+08:00
2013,Hyundai,Sonata Hybrid,Base,Sedan,automatic,kmhec4a46da093060,ca,4.9,8495.0,white,beige,hyundai motor america/co car,15500.0,16100.0,2014-12-16 12:00:00+08:00
2013,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4acxdh740633,ca,4.3,22033.0,silver,gray,hyundai motor finance,13050.0,13700.0,2014-12-16 12:00:00+08:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap1dm711625,ca,4.4,20263.0,black,black,nissan infiniti lt,23200.0,26000.0,2014-12-18 12:30:00+08:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap1dm716758,ca,4.2,28694.0,black,black,nissan infiniti lt,22200.0,21500.0,2014-12-18 12:30:00+08:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap0dm300670,ca,4.4,30464.0,gray,black,nissan infiniti lt,22000.0,24000.0,2014-12-18 12:30:00+08:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6apxdm714264,ca,4.6,10610.0,white,gray,nissan infiniti lt,24400.0,23500.0,2014-12-18 12:30:00+08:00
2013,Hyundai,Elantra,Limited,Sedan,automatic,5npdh4ae2dh264292,ca,3.1,13505.0,red,tan,hyundai motor america/co car,14550.0,13800.0,2015-01-27 04:30:00+08:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap3dm719922,ca,4.4,19573.0,white,gray,nissan infiniti lt,23300.0,22000.0,2014-12-18 12:30:00+08:00
2013,Hyundai,Veloster,Base,Hatchback,automatic,kmhtc6ad7du089181,ca,4.8,27532.0,yellow,black,hyundai buybacks,13100.0,11300.0,2014-12-16 12:00:00+08:00
2013,Hyundai,Elantra,GLS,Sedan,automatic,5npdh4ae7dh345708,ca,2.0,33158.0,gray,beige,enterprise vehicle exchange / tra / rental / tulsa,11650.0,9400.0,2014-12-16 12:00:00+08:00
2013,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac6dh743092,ca,4.4,36991.0,white,beige,avis rac/san leandro,12100.0,13400.0,2014-12-17 12:30:00+08:00
2013,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac2dh745910,ca,2.0,35518.0,red,beige,enterprise vehicle exchange / tra / rental / tulsa,12200.0,10700.0,2014-12-16 12:00:00+08:00
2013,Hyundai,Santa Fe,Limited,SUV,automatic,km8sr4hf1du031590,ca,5.0,15160.0,blue,gray,hyundai buybacks,23100.0,22200.0,2014-12-16 12:00:00+08:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap6dm712365,ca,3.7,20202.0,black,black,nissan infiniti lt,23200.0,21750.0,2014-12-18 12:30:00+08:00
2013,Hyundai,Genesis Coupe,3.8 Track,Genesis Coupe,automatic,kmhhu6kj0du110296,ca,4.8,12730.0,red,black,hyundai motor america/co car,21400.0,23000.0,2014-12-16 12:00:00+08:00
2013,Hyundai,Sonata Hybrid,Limited,Sedan,automatic,kmhec4a48da091908,ca,4.7,11798.0,black,gray,hyundai motor america/co car,18650.0,18400.0,2014-12-16 12:00:00+08:00
2013,Hyundai,Santa Fe,Sport,SUV,automatic,5xyztdlb2dg045704,ca,4.3,41783.0,green,beige,avis rac/san leandro,17600.0,17400.0,2014-12-31 12:30:00+08:00
2013,Hyundai,Genesis,5.0 R-Spec,Sedan,automatic,kmhgc4dh6du220492,ca,4.4,35995.0,silver,black,hyundai motor america/co car,25900.0,27200.0,2014-12-16 12:00:00+08:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap5dm711210,ca,4.6,17541.0,white,gray,nissan infiniti lt,23600.0,24750.0,2014-12-18 12:30:00+08:00
2013,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac7dh680813,ca,3.8,40322.0,silver,gray,avis corporation,11900.0,12300.0,2014-12-16 12:30:00+08:00
2013,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac7dh636875,ca,3.8,47516.0,black,beige,hyundai motor finance,11850.0,11700.0,2015-01-27 04:30:00+08:00
2013,Hyundai,Accent,GS,Hatchback,manual,kmhct5ae8du091850,ca,4.7,15813.0,green,black,"jpmorgan chase bank,n.a.",10500.0,9500.0,2014-12-18 12:00:00+08:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap0dm711549,ca,4.2,23470.0,black,black,nissan infiniti lt,22800.0,24500.0,2014-12-18 12:30:00+08:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap3dm710234,ca,4.3,29782.0,gray,black,nissan infiniti lt,22100.0,21500.0,2014-12-18 12:30:00+08:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap3dm710394,ca,3.9,10993.0,blue,black,nissan infiniti lt,24400.0,24250.0,2014-12-18 12:30:00+08:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap7dm710365,ca,4.5,18921.0,gray,black,nissan infiniti lt,23400.0,21750.0,2014-12-18 12:30:00+08:00
2013,Hyundai,Tucson,Limited,SUV,automatic,km8ju3ac6du590752,ca,4.4,32413.0,white,beige,hyundai motor america/co car,16150.0,17500.0,2014-12-16 12:00:00+08:00
2013,Hyundai,Sonata Hybrid,Limited,Sedan,automatic,kmhec4a46da099621,ca,5.0,20.0,silver,gray,hyundai motor america/co car,20300.0,19900.0,2014-12-16 12:00:00+08:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap0dm712653,ca,4.4,32437.0,white,black,nissan infiniti lt,22000.0,20500.0,2014-12-23 12:30:00+08:00
2013,Hyundai,Elantra,GLS,Sedan,automatic,5npdh4ae5dh363852,ca,3.5,38388.0,gray,gray,enterprise vehicle exchange/orange,11350.0,11700.0,2014-12-16 12:30:00+08:00
2013,Hyundai,Elantra,GLS,Sedan,automatic,kmhdh4aexdu731797,ca,4.0,21579.0,black,gray,hyundai motor finance,12350.0,12600.0,2014-12-16 12:00:00+08:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6apxdm714880,ca,4.1,17672.0,black,black,nissan infiniti lt,23500.0,21500.0,2014-12-18 12:30:00+08:00
2013,Hyundai,Sonata Hybrid,Limited,Sedan,automatic,kmhec4a40da092843,ca,4.5,13162.0,black,gray,hyundai motor america/co car,18450.0,18600.0,2014-12-16 12:00:00+08:00
2013,Infiniti,G Coupe,G37 Sport,G Coupe,automatic,jn1cv6ek2dm922699,ca,4.1,13002.0,—,black,nissan infiniti lt,26100.0,26500.0,2014-12-18 12:30:00+08:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap3dm713554,ca,3.7,16486.0,black,black,nissan infiniti lt,23700.0,24000.0,2014-12-18 12:30:00+08:00
